0.1,
0.427005,
0.388337,
-0.266153,
-0.336441,
0.217013,
-0.683305,
-0.116996,
-0.659759,
-0.134261,
-0.348397,
-0.35635,
0.24026,
0.508035,
0.0854642,
-0.225072,
-0.0033866,
-0.209941,
-0.18812,
-0.312379,
0.0608277,
-0.282278,
0.304659,
-0.344031,
-0.056075,
-0.281487,
-0.258763,
-0.244791,
-0.0920104,
-0.588543,
-0.518743,
-0.195392,
-0.320487,
0.0678354,
-0.170484,
-0.6511,
-0.435909,
0.258632,
0.00327183,
-0.201063,
-0.457312,
-0.0678779,
-0.318547,
-0.0230055,
-0.649758,
-0.666192,
-0.0022743,
-0.586832,
0.367656,
-0.0779285,
0.0912577,
-0.196294,
-0.556819,
0.0317975,
-0.0990347,
-0.0616407,
-0.234061,
-0.332416,
-0.0310547,
0.152815,
-0.096444,
-0.500089,
0.0178876,
0.362385,
0.0584672,
-0.0484717,
-0.0947095,
-0.135154,
0.0286671,
0.57761,
-0.360247,
-0.683934,
0.00777448,
0.0609307,
-0.0358939,
-0.202774,
-0.378603,
-0.0575042,
0.00978068,
-0.14393,
0.443521,
0.177084,
0.0407861,
-0.628212,
-0.10084,
0.623114,
-0.200137,
-0.0420279,
0.126689,
-0.392842,
0.438729,
0.231536,
0.309735,
-0.397273,
0.367609,
-0.564865,
-0.0654396,
-0.577872,
-0.151747,
-0.163607,
0.218768,
0.203816,
0.153486,
0.0145408,
0.214496,
-0.239417,
0.290145,
-0.267081,
0.155685,
-0.341396,
-0.453202,
-0.20436,
-0.141574,
0.3001,
0.0870352,
-0.0273491,
-0.683709,
-0.0935826,
0.390279,
0.068794,
-0.536359,
0.243287,
-0.0912232,
0.247235,
-0.287197,
0.0700995,
-0.195489,
-0.508578,
-0.0139345,
-0.261358,
-0.0728495,
-0.30736,
-0.277524,
0.188623,
0.0282394,
0.185745,
0.0585774,
-0.185986,
0.0784154,
-0.39275,
-0.379174,
-0.00429268,
-0.0856494,
0.265703,
-0.312353,
-0.358197,
-0.203057,
-0.0675976,
-0.479842,
-0.0181861,
-0.117458,
-0.307385,
-0.333301,
-0.506131,
0.305577,
-0.0624947,
-0.658616,
0.126331,
-0.139677,
0.522229,
-0.201444,
-0.330484,
0.14126,
-0.597902,
-0.587087,
0.112575,
-0.558659,
-0.486789,
-0.256875,
-0.145137,
-0.12527,
-0.365348,
-0.472993,
0.169368,
0.0489077,
0.240836,
0.48911,
0.0373495,
-0.7256,
-0.37864,
-0.00890651,
-0.0236454,
0.06403,
-0.299707,
0.0310967,
-0.258866,
0.0697613,
-0.0994501,
0.181388,
0.263943,
-0.0117193,
0.460897,
-0.00789275,
-0.0494534,
-0.116613,
-0.212947,
0.350725,
-0.138273,
0.46576,
-0.140087,
0.592109,
-0.269838,
-0.664721,
0.194796,
-0.440367,
0.0913418,
-0.534796,
-0.34036,
0.382547,
0.292578,
-0.0913849,
-0.462315,
0.0567082,
-0.22134,
-0.42796,
0.20574,
0.0719088,
0.0675456,
0.44004,
-0.0164281,
-0.445423,
0.0199611,
0.195549,
0.28412,
0.452947,
-0.4356,
0.00327921,
-0.261295,
0.0736704,
-0.168829,
-0.164263,
-0.174989,
-0.14847,
0.173643,
0.343311,
-0.541778,
0.224866,
-0.137977,
0.323725,
-0.148754,
-0.340299,
-0.106549,
-0.170082,
0.0197138,
0.346592,
-0.092304,
-0.00130717,
-0.538088,
-1.35281,
0.454688,
0.110579,
0.00409932,
-0.412928,
0.0797045,
-0.301617,
-0.51324,
-0.584581,
-0.170638,
0.103159,
-0.292131,
0.00416035,
0.440135,
-0.111608,
0.578963,
-0.225955,
0.260329,
-0.228466,
-0.681527,
0.0699651,
-0.112946,
-0.921752,
-0.167425,
0.25974,
-0.546627,
-0.301419,
-0.402503,
0.295085,
0.354887,
0.0503439,
-0.318833,
-0.212717,
0.0476023,
0.185746,
-0.901325,
-0.264625,
0.0136866,
-0.0108892,
-0.17425,
-0.0625788,
-0.0119838,
0.231423,
-0.132576,
-0.151176,
0.0993309,
-0.290314,
0.296792,
0.332168,
-0.149762,
-0.418333,
-0.614836,
0.138936,
0.163663,
-0.401044,
0.17053,
0.105287,
-0.282299,
0.172018,
0.872797,
-0.152396,
-0.154506,
-0.408586,
-0.324723,
-0.289946,
-0.341438,
0.011812,
0.301854,
0.154879,
-0.227866,
-0.0421501,
0.0591608,
-0.0933735,
0.206017,
0.113524,
-0.345428,
-0.38404,
-0.541634,
0.132439,
-0.0803459,
-0.136463,
0.236585,
0.290064,
0.108416,
-0.535213,
0.382741,
-0.369209,
0.209708,
