0.1,
0.207527,
0.946656,
0.0935618,
0.201043,
0.983465,
0.240226,
-0.025861,
0.155075,
0.388608,
0.0469546,
0.39293,
0.401851,
0.21745,
0.366904,
0.40335,
0.211047,
0.379514,
-0.0689989,
0.466376,
0.710867,
0.254014,
0.124698,
0.468783,
0.0428005,
0.583933,
0.28283,
0.531636,
0.0399493,
0.308982,
-0.169919,
0.411061,
0.221605,
0.0526309,
0.0952941,
0.151222,
0.445724,
0.351925,
0.11477,
0.167175,
0.562374,
0.203242,
0.248884,
0.233752,
0.0697218,
0.0776147,
-0.109928,
0.251223,
0.310042,
0.528276,
0.528978,
0.32283,
0.0554208,
0.369225,
0.709507,
-0.0234811,
0.0867449,
-0.0374761,
0.0496433,
0.288178,
0.378457,
0.588218,
0.282883,
0.489128,
0.391233,
0.322041,
0.3846,
0.352509,
0.309061,
1.20522,
0.518238,
0.0912441,
0.0951619,
0.220653,
-0.0369275,
0.273519,
0.118111,
0.0241649,
-0.146332,
0.0894355,
0.174296,
0.457495,
0.487344,
-0.236946,
0.47879,
0.0691515,
0.565117,
0.35749,
0.490056,
0.448492,
0.15124,
0.755514,
1.45411,
0.0858476,
0.666957,
0.243717,
0.481734,
0.0152585,
0.125719,
0.312869,
0.483317,
0.564992,
0.279464,
0.5054,
0.08451,
0.15461,
0.396073,
-0.49041,
0.42046,
0.427852,
0.136438,
0.0696336,
0.543705,
0.168454,
0.394898,
0.424723,
0.0249462,
0.269091,
-0.442725,
0.189405,
0.843291,
0.550493,
0.108762,
-0.0402658,
0.195512,
-0.020418,
0.542473,
0.201754,
0.494607,
0.17329,
0.317486,
0.275028,
-0.0199378,
0.095555,
0.341336,
0.773772,
0.39471,
0.508501,
0.50106,
0.530696,
0.175089,
0.29353,
0.585398,
-0.27021,
0.706701,
0.127674,
0.231256,
0.198747,
-0.00442295,
0.186274,
0.299789,
0.129625,
0.0460563,
0.596312,
0.277909,
0.198478,
-0.14434,
0.632926,
0.5104,
0.280879,
0.231152,
0.119728,
0.0764246,
0.639957,
0.640364,
-0.0784997,
-0.155498,
0.0603456,
-0.0842804,
0.374573,
0.315173,
0.127598,
0.399133,
0.255903,
0.691292,
-0.775386,
0.281635,
0.337161,
0.143018,
