0.1,
0.247795,
0.426346,
0.42333,
-0.033948,
0.32255,
0.658644,
-0.115358,
0.0861872,
-0.337894,
0.727392,
0.252712,
0.120176,
0.211952,
0.406973,
-0.28925,
-0.308948,
-0.189896,
0.209053,
-0.333595,
0.180373,
-0.0428852,
0.797983,
-0.0871656,
-0.150248,
0.458473,
0.0566695,
0.169494,
-0.0650199,
0.149662,
-0.327244,
-0.214705,
-0.478842,
0.456344,
0.816636,
-0.329783,
0.327437,
0.536442,
-0.479465,
0.439673,
-0.391347,
-0.126872,
0.0334883,
-0.296678,
-0.0939404,
-0.168215,
0.09201,
0.535568,
0.163481,
0.524233,
0.0959058,
-0.445416,
0.33671,
-0.00229146,
0.0457794,
-0.52409,
0.446464,
0.483103,
-0.636613,
-0.4764,
0.214266,
-0.489898,
0.177552,
-0.000221319,
-0.320212,
0.368996,
0.00949634,
0.0557407,
0.634703,
-0.433686,
0.532765,
0.223862,
-0.0242875,
-0.00677627,
0.285532,
0.310727,
0.0719803,
-1.02175,
-0.981079,
0.393451,
0.00690508,
0.0506189,
0.359162,
0.272311,
0.246414,
0.309969,
-0.398521,
0.559555,
0.183457,
-0.552339,
-0.03709,
-0.176537,
-0.226008,
0.34337,
0.0879969,
0.514394,
0.0945735,
0.345887,
0.158238,
-0.0422261,
0.297348,
0.198218,
0.486657,
0.0775581,
0.00547794,
-0.255344,
0.351089,
0.844261,
0.101338,
-0.538345,
0.321976,
-0.479588,
0.528746,
0.272975,
0.0124077,
0.381387,
0.558306,
0.185054,
-0.549185,
-0.0986854,
0.347511,
0.020085,
-0.255546,
0.224661,
-0.0357746,
-0.131359,
0.00667382,
-0.832977,
0.404561,
-0.501272,
0.12077,
-0.385483,
0.45423,
0.0473452,
-0.159212,
0.376487,
0.568211,
-0.670286,
-0.381148,
-0.0319954,
-0.358196,
0.422039,
0.0677472,
0.061311,
-0.0754343,
0.63247,
0.328397,
-0.14151,
-0.862009,
0.68993,
-0.376921,
-0.00466616,
0.112398,
0.115529,
-0.251913,
-0.0867678,
0.485978,
-0.0261936,
-0.208389,
0.119888,
0.444496,
0.531104,
0.44754,
-0.142858,
0.000156537,
0.395427,
-0.0160291,
0.381471,
-0.415821,
0.0865581,
0.826882,
0.0837483,
0.138412,
-0.149882,
0.137041,
0.633871,
0.168635,
-0.220446,
0.0225685,
0.162039,
0.345995,
0.330916,
0.130509,
0.314017,
-0.0562469,
-0.730857,
0.450172,
0.397277,
0.0948527,
-0.0534665,
-0.239955,
0.00252381,
0.104773,
0.0297161,
-0.19105,
0.357723,
0.101101,
-0.638153,
0.204298,
0.626352,
0.345101,
0.29768,
0.0422622,
0.110033,
0.473229,
-0.307396,
0.459699,
-0.226133,
0.0187929,
0.170767,
0.386453,
0.422317,
0.540526,
0.385707,
-0.316023,
0.0663313,
-0.302532,
-0.283677,
0.134306,
0.292642,
0.549498,
0.0761255,
-0.0253167,
0.494437,
0.160363,
-0.357449,
-0.0180641,
-0.151055,
-0.110563,
0.330748,
0.0240213,
0.637828,
-0.375726,
0.00546498,
0.313118,
0.184681,
-0.0238896,
0.492129,
0.274498,
-0.0974219,
0.256281,
0.463645,
0.677206,
0.524358,
0.603482,
0.0996193,
0.278177,
0.439496,
0.653574,
0.279363,
-0.111824,
0.248654,
-0.394145,
0.489731,
-0.124288,
-0.59045,
0.483821,
0.0138494,
0.0986751,
-0.0755069,
0.538468,
0.204744,
-0.159432,
-0.867591,
0.175935,
0.221589,
0.724341,
-0.472766,
-0.172383,
0.107811,
0.191199,
0.39707,
0.555509,
-0.570817,
-0.016552,
-0.111989,
-0.00153266,
-0.0434601,
0.421549,
-0.287379,
-0.0919672,
0.161939,
-0.0696759,
0.114138,
-0.229976,
-0.508433,
0.38303,
-0.409713,
-0.325155,
-0.686513,
0.233398,
-0.0751895,
0.447809,
0.523365,
0.698358,
-0.353045,
-0.278075,
0.376626,
0.284188,
0.126878,
-0.00172138,
-0.0930481,
0.547902,
0.497172,
0.192559,
-0.458527,
0.336343,
-0.374979,
0.448753,
0.395703,
